통계표,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율
2019-05-15,"1,187.00",172.14,"1,082.58","1,330.33",,,,,,,,,"1,532.36",881.84,"1,176.82",823.84,780.27,,,151.22,38.09,0.45,3.12,37.67,867.18,8.23,284.62,22.68,5.08,867.18,16.88,8.38,14.09,61.97,298.5,26.41,123.62,178.15,135.8,18.29,4.1,308.78,51.66,316.5,324.45,332.05,"1,674.19","3,901.14","3,148.71",323.16,196.64,83.28,69.54
2019-05-16,"1,189.40",172.23,"1,085.96","1,332.90",,,,,,,,,"1,527.84",884.94,"1,179.67",824.19,780.72,,,151.52,38.26,0.45,3.13,37.71,869.32,8.23,284.92,22.73,5.1,869.32,16.94,8.4,14.13,62.4,297.24,26.45,123.9,178.48,136.46,18.39,4.1,309.8,51.81,317.16,326.6,333.05,"1,677.57","3,909.93","3,155.07",323.81,197.74,83.65,69.64
2019-05-17,"1,189.80",172.07,"1,083.06","1,329.42",,,,,,,,,"1,522.53",883.85,"1,177.96",819.89,777.59,,,151.58,38.12,0.45,3.14,37.57,866.73,8.23,285.7,22.65,5.1,866.73,16.93,8.44,14.12,62.25,293.93,26.59,123.38,178.01,135.96,18.4,4.1,309,51.7,317.27,325.35,333.08,"1,680.51","3,910.86","3,156.14",323.93,196.46,83.25,69.78
2019-05-20,"1,192.70",171.99,"1,083.63","1,331.23",,,,,,,,,"1,517.89",886.4,"1,180.31",822.37,778.24,,,151.95,38.01,0.45,3.14,37.46,865.81,8.25,285.57,22.63,5.1,865.81,16.97,8.29,14.12,62.26,290.95,26.51,123.6,178.28,135.69,18.42,4.08,309.23,51.66,318.05,327.6,333.48,"1,683.42","3,920.00","3,163.83",324.73,196.74,82.64,69.96
2019-05-21,"1,192.90",172.04,"1,083.91","1,332.23",,,,,,,,,"1,518.20",888.4,"1,182.85",824.11,779.68,,,151.97,37.97,0.45,3.15,37.43,866.93,8.25,285.62,22.64,5.1,866.93,17.14,8.13,14.13,62.57,291.18,26.4,123.4,178.37,135.73,18.5,4.08,310,51.67,318.1,327.56,333.18,"1,683.70","3,919.63","3,164.36",324.77,197.94,82.95,70.09
2019-05-22,"1,193.30",172.22,"1,079.27","1,332.20",,,,,,,,,"1,515.97",890.29,"1,180.37",821.59,776.6,,,152.02,37.94,0.45,3.14,37.35,866.56,8.24,285.07,22.76,5.1,866.56,17.13,7.84,14.16,62.74,295.44,26.64,123.68,178.38,136.25,18.54,4.08,309.36,51.69,318.2,327.72,329.66,"1,683.07","3,920.04","3,165.42",324.87,196.72,82.88,70.11
2019-05-23,"1,194.60",172.33,"1,083.29","1,332.76",,,,,,,,,"1,512.96",889.37,"1,183.83",822.06,776.13,,,152.19,37.98,0.45,3.15,37.4,866.31,8.22,285.38,22.78,5.11,866.31,17.15,7.84,14.18,62.88,295.66,26.63,124.09,178.46,136.47,18.56,4.08,309.57,51.63,318.54,326.53,330.69,"1,684.91","3,923.54","3,168.87",325.22,195.82,83.09,70.52
2019-05-24,"1,191.20",171.7,"1,087.41","1,332.12",,,,,,,,,"1,508.36",884.27,"1,187.52",821.75,776.9,,,151.77,37.78,0.45,3.15,37.42,863.88,8.24,284.13,22.72,5.09,863.88,17.1,7.84,14.14,62.53,294.71,26.43,123.83,178.39,136.05,18.36,4.08,309.5,51.5,317.64,327.14,330.23,"1,680.11","3,912.37","3,159.68",324.3,194.75,82.27,70.63
2019-05-27,"1,189.60",171.74,"1,087.63","1,333.48",,,,,,,,,"1,513.83",885.35,"1,187.40",824.87,780.14,,,151.56,37.78,0.45,3.13,37.43,865.42,8.27,284.02,22.83,5.09,865.42,17.15,7.85,14.08,62.47,295.73,26.54,124.75,178.57,136.92,18.45,4.1,310.6,51.62,317.23,326.75,330.25,"1,677.86","3,907.37","3,155.44",323.9,195.33,82.57,70.51
2019-05-28,"1,184.10",171.37,"1,080.97","1,325.30",,,,,,,,,"1,501.62",880.96,"1,179.44",819.34,775.23,,,150.85,37.67,0.45,3.12,37.19,861.1,8.23,282.8,22.67,5.06,861.1,17.04,7.85,14.01,62.13,292.88,26.34,123.59,177.5,136.03,18.39,4.07,308.93,51.28,315.76,325.24,328.51,"1,670.10","3,889.31","3,140.85",322.37,195.18,82.06,70.36
2019-05-29,"1,187.60",171.76,"1,085.90","1,325.90",,,,,,,,,"1,503.32",880.19,"1,179.17",822,777.11,,,151.3,37.64,0.45,3.12,37.28,861.02,8.26,283.54,22.72,5.08,861.02,17.06,7.84,14.09,61.87,295.07,26.59,123.86,177.59,136.2,18.37,4.05,308.55,51.29,316.68,326.2,328.75,"1,677.40","3,902.47","3,150.13",323.32,196.87,80.64,70.52
2019-05-30,"1,193.10",172.29,"1,088.59","1,328.70",,,,,,,,,"1,506.71",882.89,"1,183.34",825.51,777.3,,,152,37.73,0.45,3.12,37.48,864,8.29,284.48,22.83,5.1,864,17.09,7.91,14.12,62.35,300.18,26.85,124.94,177.92,136.42,18.37,4.08,309.45,51.38,318.13,327.66,330.01,"1,682.79","3,920.29","3,164.72",324.82,198.33,81.46,70.93
2019-05-31,"1,190.00",171.77,"1,085.82","1,324.83",,,,,,,,,"1,500.77",881.84,"1,180.85",822.59,774.57,,,151.64,37.69,0.45,3.12,37.44,863.1,8.26,283.87,22.81,5.08,863.1,17.04,8.09,14.1,62.05,298.86,26.71,124.85,177.4,135.74,18.26,4.08,308.9,51.28,317.32,326.81,327.97,"1,678.42","3,908.17","3,156.50",323.97,201.87,80.8,70.92
2019-06-03,"1,191.20",171.75,"1,100.36","1,330.87",,,,,,,,,"1,505.14",880.77,"1,191.44",825.56,778.15,,,152,37.77,0.45,3.11,37.78,866.74,8.34,284.13,22.84,5.09,866.74,17.12,8.08,14.11,60.67,303.63,26.61,125.52,178.22,135.95,18.18,4.1,310.76,51.52,317.64,327.19,328.46,"1,679.28","3,913.40","3,159.60",324.33,203.08,81.53,71.07
2019-06-04,"1,183.00",170.6,"1,095.62","1,330.46",,,,,,,,,"1,498.45",880.04,"1,192.06",825.2,780.37,,,150.97,37.7,0.44,3.08,37.77,865.87,8.29,282.88,22.88,5.06,865.87,17.1,8.06,13.98,59.71,304.47,26.37,125.26,178.16,135.99,18.1,4.12,310.86,51.54,315.46,324.89,327.69,"1,668.55","3,887.23","3,137.93",322.07,202.78,81.84,70.58
2019-06-05,"1,181.50",170.77,"1,091.81","1,329.72",,,,,,,,,"1,500.56",882.31,"1,190.67",825.81,780.74,,,150.68,37.69,0.45,3.07,37.72,864.71,8.28,283.03,22.81,5.05,864.71,17.05,8.04,13.97,60.37,306.49,26.44,125.22,178.03,135.93,18.13,4.13,310.83,51.71,315.06,323.17,326.48,"1,666.43","3,882.30","3,133.95",321.66,204.51,80.69,70.5
2019-06-07,"1,179.80",170.35,"1,087.87","1,330.70",,,,,,,,,"1,497.87",883.22,"1,190.27",823.26,781.38,,,150.47,37.71,0.45,3.07,37.66,864.73,8.26,282.62,22.84,5.04,864.73,17.06,8.03,13.95,59.84,304.07,26.28,125.24,178.19,135.7,18.12,4.15,311.43,51.9,314.6,324.01,328.11,"1,664.03","3,883.22","3,129.44",321.2,203.71,78.53,70.31
2019-06-10,"1,179.50",170.09,"1,087.55","1,334.90",,,,,,,,,"1,500.56",888.95,"1,191.35",824.94,784.96,,,150.43,37.6,0.45,3.08,37.7,865.34,8.26,283.57,22.72,5.04,865.34,17.01,7.96,13.96,61.13,304.18,26.3,125.42,178.74,136.83,18.19,4.17,313.65,52.11,314.52,322.75,329.91,"1,663.61","3,880.57","3,128.65",321.13,202.05,79.12,70.33
2019-06-11,"1,184.00",170.22,"1,092.10","1,339.64",,,,,,,,,"1,502.32",892.51,"1,196.26",824.06,782.62,,,150.97,37.77,0.45,3.09,37.79,866.95,8.31,284.38,22.73,5.07,866.95,17.03,7.83,14.02,61.61,304.69,26.39,125.7,179.38,136.84,18.29,4.18,314.35,52.27,315.71,324.04,330.81,"1,669.96","3,896.66","3,140.58",322.34,204.43,79.88,70.73
2019-06-12,"1,181.70",170.47,"1,088.67","1,338.63",,,,,,,,,"1,503.48",889.7,"1,190.69",822.4,777.91,,,150.8,37.66,0.45,3.08,37.8,866.51,8.3,283.86,22.75,5.06,866.51,17.03,7.78,14,61.79,306.43,26.45,125.07,179.23,136.92,18.3,4.17,313.98,52.27,315.07,324.53,329.97,"1,666.71","3,889.09","3,134.48",321.71,203.51,80.49,70.51
2019-06-13,"1,181.70",170.61,"1,089.38","1,334.49",,,,,,,,,"1,499.87",885.96,"1,187.52",819.1,777.2,,,151.03,37.6,0.45,3.07,37.78,864.7,8.3,284.23,22.71,5.07,864.7,17.03,7.78,13.99,61.61,305.55,27.05,124.77,178.7,136.44,18.23,4.14,313.61,52.15,315.07,324.53,328.87,"1,666.71","3,889.09","3,134.48",321.71,203.5,79.43,70.65
2019-06-14,"1,184.70",171.09,"1,093.45","1,336.16",,,,,,,,,"1,502.14",889.05,"1,192.33",819.34,777.28,,,151.33,37.64,0.44,3.08,37.95,866.83,8.3,284.34,22.85,5.08,866.83,17.03,7.74,14.01,61.74,307.77,27.23,124.93,178.94,136.51,18.35,4.15,313.99,52.28,315.89,325.36,329.26,"1,670.94","3,898.96","3,142.44",322.53,201.71,79.71,70.69
2019-06-17,"1,184.00",170.74,"1,090.79","1,327.92",,,,,,,,,"1,491.07",883.02,"1,185.78",814.18,769.24,,,151.25,37.58,0.44,3.08,37.89,863.45,8.27,284.14,22.73,5.07,863.45,16.95,7.59,14.01,61.84,303.77,26.92,124.84,177.82,135.87,18.4,4.12,311.88,51.99,315.68,325.16,328.83,"1,669.96","3,896.66","3,140.58",322.35,200.28,79.96,70.57
2019-06-18,"1,186.30",171.15,"1,092.81","1,331.21",,,,,,,,,"1,487.32",884.64,"1,187.84",813.27,770.92,,,151.43,37.67,0.44,3.09,37.82,865.44,8.28,283.91,22.7,5.08,865.44,16.98,7.55,14.04,61.84,305.06,26.97,125.19,178.27,135.89,18.44,4.13,312.37,52.07,316.29,325.84,328.78,"1,673.20","3,904.23","3,146.68",322.97,201.98,80.06,70.78
2019-06-19,"1,185.00",170.88,"1,092.12","1,326.67",,,,,,,,,"1,488.30",885.88,"1,184.47",814.87,774.04,,,151.3,37.9,0.44,3.09,37.95,866.99,8.27,283.39,22.86,5.08,866.99,17.02,7.61,14.02,61.95,306.91,27.28,124.29,177.66,135.56,18.51,4.1,311.49,51.81,315.95,325.48,328.66,"1,671.37","3,899.95","3,143.24",322.62,203.13,81.57,70.66
2019-06-20,"1,177.00",170.4,"1,089.16","1,322.65",,,,,,,,,"1,489.08",886.83,"1,185.30",810.66,771.76,,,150.43,37.83,0.44,3.08,37.73,863.85,8.25,282.02,22.74,5.05,863.85,16.9,7.49,13.93,61.86,306.59,27.16,124.16,177.13,135.39,18.46,4.09,310.4,51.57,313.81,323.29,328.11,"1,660.08","3,873.62","3,122.02",320.43,203.13,82.16,70.31
2019-06-21,"1,167.70",169.62,"1,087.90","1,318.51",,,,,,,,,"1,483.45",885.16,"1,189.71",807.81,768.7,,,149.47,37.75,0.44,3.07,37.82,860.98,8.23,281.51,22.72,5.01,860.98,16.8,7.43,13.82,61.43,304.17,26.94,124.07,176.59,136.5,18.57,4.08,310.01,51.52,311.37,319.13,325.12,"1,646.97","3,843.65","3,097.35",317.9,202.54,81.38,69.96
2019-06-24,"1,162.00",169.47,"1,082.19","1,321.43",,,,,,,,,"1,480.56",879.44,"1,190.21",805.67,765.7,,,148.7,37.53,0.43,3.07,37.7,857.47,8.21,280.03,22.6,4.99,857.47,16.69,7.43,13.75,60.81,304.03,27.16,124.22,176.99,136.67,18.41,4.07,310.68,51.61,309.85,319.08,321.32,"1,638.12","3,826.14","3,081.74",316.37,201.53,81.12,69.74
2019-06-25,"1,157.90",168.36,"1,078.97","1,319.95",,,,,,,,,"1,475.05",878.36,"1,191.07",806.77,766.88,,,148.28,37.5,0.43,3.06,37.76,855.64,8.19,279.69,22.53,4.97,855.64,16.72,7.36,13.69,60.31,302.54,27.3,124.78,176.78,136.56,18.51,4.08,310.42,51.63,308.74,317.95,321.54,"1,633.15","3,811.39","3,071.35",315.23,199.55,80.58,69.34
2019-06-26,"1,154.70",167.85,"1,077.35","1,312.78",,,,,,,,,"1,465.26",876.33,"1,184.49",803.67,766.2,,,147.82,37.21,0.43,3.05,37.52,852.37,8.17,278.54,22.47,4.96,852.37,16.65,7.34,13.66,60.05,300.16,27.25,124.35,175.84,135.2,18.36,4.06,308.5,51.59,307.91,317.07,320.84,"1,628.63","3,808.13","3,062.86",314.36,199.24,80.52,69.14
2019-06-27,"1,158.20",168.21,"1,075.00","1,317.28",,,,,,,,,"1,470.28",882.47,"1,184.92",809.18,773.56,,,148.3,37.44,0.43,3.05,37.66,854.98,8.17,279.25,22.56,4.97,854.98,16.73,7.19,13.7,60.51,301.26,27.14,125.11,176.46,136.39,18.37,4.07,309.17,51.8,308.84,318.03,322.43,"1,633.57","3,812.38","3,072.15",315.32,200.69,81.4,69.35
2019-06-28,"1,156.80",168.08,"1,073.35","1,315.11",,,,,,,,,"1,465.84",883.09,"1,184.09",810.28,775.11,,,148.01,37.35,0.43,3.04,37.56,854.7,8.18,279.15,22.62,4.96,854.7,16.75,7.08,13.69,60.33,302.87,27.09,124.71,176.19,135.87,18.34,4.06,309.3,51.68,308.47,316.2,323.75,"1,631.59","3,807.77","3,068.44",314.93,200.4,81.63,69.29
2019-07-01,"1,156.40",168.31,"1,066.74","1,314.65",,,,,,,,,"1,468.57",883.69,"1,180.84",812.72,777.51,,,148.03,37.34,0.43,3.04,37.74,855.48,8.19,279.83,22.57,4.96,855.48,16.77,7.09,13.69,60.39,300.29,27.22,124.52,176.12,135.77,18.35,4.07,309.78,51.7,308.36,317.58,324.23,"1,631.03","3,806.45","3,067.37",314.84,201.57,82.17,69.25
2019-07-02,"1,155.40",169.05,"1,066.80","1,304.16",,,,,,,,,"1,461.18",879.8,"1,170.56",804.91,771.35,,,147.88,37.31,0.43,3.03,37.69,852.22,8.19,279.25,22.59,4.97,852.22,16.77,7.28,13.67,60.48,300.81,27.28,123.49,174.73,134.6,18.35,4.03,307.63,51.26,308.09,317.31,322.59,"1,629.62","3,803.16","3,064.72",314.55,204.4,81.72,69.14
2019-07-03,"1,164.80",169.86,"1,079.97","1,315.00",,,,,,,,,"1,467.24",888.92,"1,181.94",814.54,777.5,,,149.36,37.6,0.44,3.05,38.1,858.97,8.24,281.45,22.74,5.01,858.97,16.91,7.45,13.78,61.12,302.89,27.63,124.79,176.18,135.93,18.4,4.07,309.88,51.68,310.6,319.85,325.96,"1,642.88","3,834.10","3,089.66",317.11,205.99,82.69,70
2019-07-04,"1,170.40",169.99,"1,085.87","1,321.09",,,,,,,,,"1,472.42",896.41,"1,186.84",823.32,785.4,,,150.1,37.68,0.44,3.05,38.2,862.97,8.29,282.94,22.86,5.03,862.97,17.01,7.5,13.85,61.54,305.86,27.84,125.76,177.02,137.25,18.48,4.1,311.58,51.93,312.09,321.38,328.2,"1,650.78","3,852.53","3,104.51",318.64,208.08,83.18,70.42
2019-07-05,"1,169.20",170.17,"1,084.60","1,319.62",,,,,,,,,"1,471.03",896.01,"1,187.13",821.36,782.55,,,150.15,37.67,0.44,3.05,38.12,862.5,8.27,282.89,22.86,5.03,862.5,17.06,7.4,13.84,61.5,307.51,28,125.46,176.81,137.07,18.43,4.09,311.07,51.83,311.77,321.05,328.07,"1,649.08","3,848.58","3,101.33",318.31,208.63,83.17,70.31
2019-07-08,"1,170.40",170.1,"1,078.56","1,314.18",,,,,,,,,"1,465.98",895.21,"1,180.67",817.35,775.98,,,150.13,37.53,0.44,3.05,38.03,860.37,8.31,283.01,22.8,5.04,860.37,17.1,7.41,13.85,61.57,306.22,28,124.01,176.1,135.87,18.35,4.06,309.11,51.52,312.09,321.38,327.42,"1,650.78","3,852.53","3,104.51",318.65,203.95,82.4,70.59
2019-07-09,"1,178.50",171.04,"1,083.63","1,321.75",,,,,,,,,"1,475.36",899.62,"1,185.38",821.59,780.7,,,151.09,37.81,0.44,3.07,38.23,866.64,8.35,284.63,22.95,5.07,866.64,17.19,7.44,13.94,62.24,309.9,28.19,124.52,177.14,136.38,18.51,4.07,310.5,51.79,314.23,322.17,330.14,"1,662.20","3,872.82","3,125.99",320.84,205.58,83.07,70.95
2019-07-10,"1,179.90",171.32,"1,083.52","1,322.14",,,,,,,,,"1,470.27",898.8,"1,187.32",817.61,779.21,,,151.12,37.89,0.44,3.07,38.26,866.36,8.35,284.83,22.95,5.08,866.36,17.21,7.45,13.97,61.59,310.46,28.22,124.56,177.12,136.41,18.49,4.06,309.68,51.73,314.6,323.99,330.66,"1,664.17","3,877.42","3,129.71",321.22,205.83,83.16,71.04
2019-07-11,"1,181.40",171.5,"1,090.41","1,329.96",,,,,,,,,"1,477.87",903.66,"1,195.20",822.67,785.51,,,151.11,38.11,0.44,3.07,38.55,870.08,8.36,285.98,23.01,5.09,870.08,17.27,7.46,13.98,61.68,314.71,28.23,125.49,178.15,137.76,18.71,4.08,311.83,51.97,315,322.96,332.69,"1,666.29","3,882.35","3,133.69",321.63,207.7,84.45,71.08
2019-07-12,"1,173.80",170.67,"1,081.99","1,321.29",,,,,,,,,"1,470.48",898.5,"1,185.66",818.67,782.34,,,150.04,37.89,0.44,3.06,38.14,864.96,8.35,285.21,22.89,5.06,864.96,17.16,7.39,13.89,61.56,312.49,28.15,125.14,176.94,137.45,18.68,4.05,309.63,51.61,312.98,322.38,330.51,"1,655.57","3,857.38","3,113.53",319.56,206.59,84.05,70.75
2019-07-15,"1,177.30",171.17,"1,091.15","1,326.93",,,,,,,,,"1,480.04",903.53,"1,195.53",826.41,787.73,,,150.46,37.91,0.44,3.07,38.11,866.65,8.41,286.24,23.03,5.07,866.65,17.17,7.4,13.93,61.99,314.68,28.31,125.67,177.71,137.91,18.65,4.07,310.79,51.86,313.91,323.37,331.38,"1,660.51","3,868.88","3,122.81",320.52,205.53,84.23,70.81
2019-07-16,"1,179.20",171.4,"1,093.42","1,327.96",,,,,,,,,"1,476.24",904.05,"1,198.13",830.45,792.66,,,150.66,38.04,0.44,3.08,38.17,869.65,8.47,287.01,23.12,5.08,869.65,17.2,7.39,13.95,62.13,314.02,27.81,126.11,177.84,138.11,18.81,4.08,311.59,51.89,314.41,323.89,332.21,"1,663.19","3,874.49","3,127.85",321.03,206.46,84.8,70.99
2019-07-17,"1,178.50",171.39,"1,088.63","1,321.16",,,,,,,,,"1,462.46",900.58,"1,192.81",826.42,789.54,,,150.75,38,0.44,3.07,38.1,867.53,8.46,286.64,23.16,5.08,867.53,17.16,7.39,13.95,61.69,312.72,27.61,125.48,176.93,137.38,18.7,4.05,310.39,51.63,314.2,323.7,332.24,"1,662.20","3,870.91","3,125.99",320.84,206.27,84.47,70.87
2019-07-18,"1,180.40",171.43,"1,093.32","1,325.29",,,,,,,,,"1,467.65",904.45,"1,195.77",827.52,794.76,,,151.05,38.06,0.44,3.08,38.21,867.43,8.44,286.89,23.12,5.09,867.43,17.15,7.39,13.97,61.89,313.66,27.77,126.06,177.48,137.42,18.75,4.06,310.87,51.74,314.7,324.22,333.42,"1,664.88","3,876.90","3,132.36",321.36,207.63,84.25,71.07
2019-07-19,"1,179.50",171.27,"1,097.77","1,327.59",,,,,,,,,"1,478.68",904.87,"1,199.78",833.14,798.99,,,150.9,38.17,0.44,3.07,38.26,868.68,8.45,286.7,23.15,5.08,868.68,17.13,7.38,13.96,62.16,317.17,27.84,126.54,177.8,137.93,18.76,4.07,312.01,51.97,314.46,323.97,333.88,"1,663.61","3,872.93","3,128.65",321.11,209.66,85.04,70.97
2019-07-22,"1,173.40",170.64,"1,088.65","1,316.32",,,,,,,,,"1,467.57",898.68,"1,194.42",826.37,792.98,,,150.26,37.79,0.44,3.05,38.03,862.57,8.42,285.26,22.96,5.05,862.57,17.04,7.34,13.89,61.67,313.14,27.69,124.99,176.32,136.84,18.62,4.05,309.67,51.53,312.84,322.3,331.52,"1,655.01","3,852.90","3,112.47",319.46,207.49,84.22,70.64
2019-07-23,"1,177.60",171.08,"1,091.33","1,319.91",,,,,,,,,"1,469.06",897.25,"1,198.70",828.38,795.82,,,150.79,37.98,0.44,3.07,38.18,865.25,8.44,286.31,23.05,5.07,865.25,17.08,7.38,13.95,61.8,314.76,27.74,125.1,176.78,136.73,18.68,4.06,310.82,51.68,313.96,323.36,333.88,"1,660.93","3,866.69","3,123.61",320.61,207.42,84.95,70.85
2019-07-24,"1,178.40",171.19,"1,089.04","1,314.03",,,,,,,,,"1,465.52",896.84,"1,196.28",824.29,789.47,,,150.87,37.98,0.44,3.06,38.13,862.76,8.43,286.12,23,5.08,862.76,17.07,7.37,13.95,61.42,312.27,27.65,124.37,176.01,135.71,18.65,4.03,308.62,51.42,314.2,323.67,332.83,"1,664.41","3,869.32","3,125.73",320.82,206.23,84.6,70.9
2019-07-25,"1,178.20",171.11,"1,089.06","1,312.63",,,,,,,,,"1,470.57",896.58,"1,196.57",821.85,789.28,,,150.78,37.97,0.44,3.06,38.12,863.37,8.42,286.08,23.04,5.08,863.37,17.08,7.32,13.95,61.76,312.3,27.51,124.99,175.83,136.29,18.62,4.03,308.72,51.45,314.12,323.61,334.46,"1,661.78","3,868.66","3,125.20",320.76,206.2,84.83,70.93
2019-07-26,"1,179.80",171.56,"1,085.72","1,315.01",,,,,,,,,"1,469.15",896.37,"1,190.63",820.02,785.75,,,150.94,37.95,0.44,3.07,38.11,862.77,8.44,286.74,23.05,5.08,862.77,17.09,7.33,13.97,62,312.24,27.23,124.83,176.11,135.96,18.66,4.03,308.85,51.5,314.58,323.97,334.6,"1,664.03","3,873.91","3,129.44",321.2,206.84,83.71,71.12
2019-07-29,"1,184.20",172.17,"1,090.07","1,318.31",,,,,,,,,"1,466.10",899.37,"1,192.49",818.34,785.89,,,151.45,38.08,0.44,3.08,38.35,864.88,8.46,287.46,23.16,5.1,864.88,17.19,7.41,14.02,62.22,313.7,27.36,124.67,176.54,135.92,18.73,4.03,308.53,51.53,315.72,325.26,336.26,"1,674.85","3,888.74","3,141.03",322.42,209.17,83.08,71.34
2019-07-30,"1,183.40",171.79,"1,087.23","1,318.84",,,,,,,,,"1,446.41",899.24,"1,193.24",816.72,784.89,,,151.29,38.14,0.44,3.07,38.34,863.67,8.44,286.88,23.19,5.1,863.67,17.21,7.34,14.02,62.09,312.95,27.05,124.67,176.63,136.01,18.65,4.02,307.53,51.41,315.5,325.04,336.05,"1,669.11","3,885.73","3,138.99",322.18,210.63,83.52,71.33
2019-07-31,"1,182.00",171.57,"1,088.45","1,318.82",,,,,,,,,"1,437.37",898.89,"1,193.88",812.57,781.95,,,151.08,38.07,0.44,3.07,38.37,862.55,8.43,286.55,23.23,5.09,862.55,17.17,7.36,14,61.98,311.82,26.94,123.56,176.61,134.98,18.61,4.03,306.81,51.39,315.13,324.57,338.56,"1,667.14","3,881.14","3,135.28",321.79,212.61,83.21,71.37
2019-08-01,"1,181.90",171.49,"1,086.45","1,309.19",,,,,,,,,"1,436.30",895.99,"1,189.27",809.31,775.09,,,150.98,37.96,0.44,3.07,38.23,860.13,8.43,286.42,23.17,5.09,860.13,17.16,7.36,13.98,61.71,309.96,26.97,122.36,175.31,133.47,18.57,4.01,305.27,50.94,315.13,324.63,336.53,"1,667.00","3,881.44","3,135.01",321.77,211.78,82.44,71.41
2019-08-02,"1,188.50",171.93,"1,106.04","1,316.80",,,,,,,,,"1,440.82",899.7,"1,200.08",808.54,778.65,,,151.87,37.94,0.44,3.09,38.43,862.64,8.42,286.87,23.18,5.12,862.64,17.22,7.4,14.06,61.81,309.6,26.83,123.06,176.36,133.58,18.48,4.02,305.62,51.04,316.86,326.44,338.32,"1,676.30","3,903.12","3,152.52",323.56,211.98,81.37,71.68
2019-08-05,"1,194.80",171.75,"1,121.40","1,327.30",,,,,,,,,"1,451.68",905.12,"1,216.33",811.81,779.73,,,152.62,37.97,0.45,3.09,38.84,867.59,8.43,287.38,23.13,5.15,867.59,17.14,7.48,14.14,61.77,307.51,26.8,123.96,177.76,133.98,18.33,4.06,308.07,51.54,318.49,328.08,342.22,"1,685.19","3,924.45","3,169.23",325.31,214.99,80.96,72.15
2019-08-06,"1,211.80",171.52,"1,146.83","1,361.09",,,,,,,,,"1,472.76",917.4,"1,246.77",820.03,796.15,,,154.48,38.18,0.45,3.13,39.31,874.79,8.5,290.01,23.2,5.21,874.79,17.11,7.56,14.35,61.49,304.89,26.69,126.48,182.36,135.89,18.43,4.16,314.99,52.74,323.04,332.84,347.39,"1,709.17","3,984.22","3,214.32",329.91,216.87,80.99,73.18
2019-08-07,"1,214.30",171.42,"1,141.63","1,360.26",,,,,,,,,"1,477.50",914.07,"1,244.67",821.05,792.63,,,154.92,38.63,0.46,3.13,39.51,879.19,8.51,289.71,23.33,5.22,879.19,17.09,7.58,14.38,61.96,306.63,26.82,126.8,182.22,136.36,18.6,4.19,315.11,52.84,323.73,333.51,348.5,"1,712.69","3,992.44","3,220.95",330.59,219.56,81.31,73.35
2019-08-08,"1,214.50",171.59,"1,143.44","1,360.54",,,,,,,,,"1,475.31",912.88,"1,245.07",822.1,784.38,,,154.9,38.67,0.45,3.13,39.39,878.64,8.54,289.93,23.21,5.23,878.64,17.06,7.6,14.37,61.85,306.04,26.69,126.08,182.33,135.7,18.57,4.17,314.92,52.8,323.73,333.49,349.09,"1,712.98","3,993.10","3,221.49",330.64,221.17,80.69,73.32
