일자,공매도 수량(전체),공매도 수량(잔고수량)
2019-03-28,215311,1904933
2019-03-27,87550,1780244
2019-03-26,22966,1729216
2019-03-25,152292,1764325
2019-03-22,84982,1613727
2019-03-21,121829,1508093
2019-03-20,90007,1522213
2019-03-19,18063,1493649
2019-03-18,85263,1521864
2019-03-15,35922,1448131
2019-03-14,114429,1453676
2019-03-13,63579,1359641
2019-03-12,21771,1334216
2019-03-11,49416,1411887
2019-03-08,50301,1428132
2019-03-07,113148,1426538
2019-03-06,49728,1390276
2019-03-05,142404,1370269
2019-03-04,98622,1275715
2019-02-28,154022,1193878
2019-02-27,38778,1119701
2019-02-26,6096,1110442
2019-02-25,39281,1132780
2019-02-22,49912,1166605
2019-02-21,11991,1176928
2019-02-20,9277,1256231
2019-02-19,15526,1286094
2019-02-18,20727,1353370
2019-02-15,61892,1394796
2019-02-14,28636,1442574
2019-02-13,52829,1477492
2019-02-12,29348,1578347
2019-02-11,30849,1729120
2019-02-08,32348,1778777
2019-02-07,14418,1820416
2019-02-01,7081,1973716
2019-01-31,18660,2026931
2019-01-30,7453,2026786
2019-01-29,135026,2066285
2019-01-28,41976,1980861
2019-01-25,54255,1959152
2019-01-24,18843,2011426
2019-01-23,18568,2118511
2019-01-22,137738,2136272
2019-01-21,97051,2096210
2019-01-18,161802,2122664
2019-01-17,78657,2054861
2019-01-16,31619,1946829
2019-01-15,79109,1919296
2019-01-14,52283,1908920
2019-01-11,76568,1879019
2019-01-10,64030,1816447
2019-01-09,47065,1876607
2019-01-08,156598,1895706
2019-01-07,102984,1811284
2019-01-04,100413,1780003
2019-01-03,207265,1843767
2019-01-02,192936,1721757
2018-12-28,222850,1598121
2018-12-27,87682,1401428
2018-12-26,31644,1326866
2018-12-24,41622,1326178
2018-12-21,138914,1254057
2018-12-20,94119,1313911
2018-12-19,234057,1258753
2018-12-18,104481,1280511
2018-12-17,141551,1349523
2018-12-14,140938,1481874
2018-12-13,37220,1450657
2018-12-12,110806,1544862
2018-12-11,193293,1464085
2018-12-10,253462,1418376
2018-12-07,109472,1180153
2018-12-06,51664,1181058
2018-12-05,129741,1194783
2018-12-04,128819,1150625
2018-12-03,241171,1075993
2018-11-30,67029,960228
2018-11-29,134400,628778
2018-11-28,138493,676688
2018-11-27,29744,644529
2018-11-26,21322,714643
2018-11-23,139796,738190
2018-11-22,41404,716821
2018-11-21,29157,654311
