date,open,high,low,close,volume
2019-04-12,1453000,1453000,1419000,1432000,37235
2019-04-15,1433000,1449000,1427000,1440000,41626
2019-04-16,1431000,1444000,1422000,1434000,13123
2019-04-17,1426000,1439000,1423000,1427000,25279
2019-04-18,1423000,1431000,1392000,1406000,25117
2019-04-19,1414000,1438000,1403000,1411000,18613
2019-04-22,1425000,1442000,1400000,1438000,21216
2019-04-23,1433000,1444000,1430000,1439000,19727
2019-04-24,1455000,1466000,1423000,1440000,31015
2019-04-25,1426000,1449000,1356000,1395000,46266
2019-04-26,1395000,1408000,1385000,1388000,29205
2019-04-29,1377000,1418000,1377000,1417000,30411
2019-04-30,1419000,1427000,1404000,1422000,27711
2019-05-02,1409000,1422000,1391000,1393000,29984
2019-05-03,1390000,1403000,1376000,1384000,21610
2019-05-07,1364000,1376000,1344000,1368000,26923
2019-05-08,1333000,1362000,1332000,1358000,18719
2019-05-09,1354000,1356000,1309000,1309000,40368
2019-05-10,1310000,1348000,1310000,1323000,29182
2019-05-13,1311000,1333000,1295000,1297000,18819
2019-05-14,1300000,1309000,1290000,1292000,21599
2019-05-15,1304000,1347000,1292000,1302000,27459
2019-05-16,1306000,1330000,1302000,1315000,25587
2019-05-17,1321000,1324000,1271000,1271000,28789
2019-05-20,1284000,1296000,1269000,1282000,48137
2019-05-21,1286000,1293000,1272000,1282000,29457
2019-05-22,1287000,1307000,1279000,1282000,30932
2019-05-23,1282000,1300000,1262000,1287000,32721
2019-05-24,1270000,1287000,1241000,1258000,36541
2019-05-27,1250000,1274000,1220000,1268000,26411
2019-05-28,1270000,1289000,1259000,1259000,73451
2019-05-29,1290000,1300000,1273000,1291000,38539
2019-05-30,1294000,1308000,1268000,1286000,35847
2019-05-31,1286000,1294000,1267000,1278000,29379
2019-06-03,1262000,1299000,1260000,1297000,25454
2019-06-04,1316000,1317000,1297000,1304000,29779
2019-06-05,1320000,1320000,1280000,1284000,20538
2019-06-07,1276000,1300000,1273000,1295000,17549
2019-06-10,1303000,1323000,1294000,1322000,20024
2019-06-11,1320000,1320000,1302000,1309000,22468
2019-06-12,1309000,1351000,1309000,1339000,29958
2019-06-13,1339000,1347000,1326000,1341000,32428
2019-06-14,1322000,1329000,1305000,1311000,21106
2019-06-17,1321000,1331000,1296000,1330000,22847
2019-06-18,1331000,1344000,1318000,1331000,22362
2019-06-19,1347000,1367000,1343000,1367000,18497
2019-06-20,1347000,1361000,1341000,1356000,18761
2019-06-21,1344000,1345000,1300000,1308000,37339
2019-06-24,1315000,1315000,1277000,1293000,25435
2019-06-25,1298000,1325000,1294000,1320000,25130
2019-06-26,1310000,1316000,1300000,1303000,15894
2019-06-27,1304000,1324000,1295000,1319000,19236
2019-06-28,1315000,1324000,1308000,1313000,14184
2019-07-01,1340000,1341000,1312000,1314000,10845
2019-07-02,1300000,1320000,1266000,1276000,28388
2019-07-03,1275000,1280000,1242000,1278000,30117
2019-07-04,1283000,1286000,1262000,1276000,15837
2019-07-05,1276000,1294000,1274000,1294000,24839
2019-07-08,1297000,1303000,1270000,1276000,25917
2019-07-09,1294000,1294000,1264000,1264000,15357
2019-07-10,1277000,1283000,1260000,1261000,15208
2019-07-11,1260000,1279000,1256000,1265000,18456
2019-07-12,1269000,1277000,1258000,1260000,17246
2019-07-15,1261000,1269000,1256000,1266000,14944
2019-07-16,1280000,1318000,1274000,1314000,36845
2019-07-17,1301000,1311000,1278000,1283000,14861
2019-07-18,1291000,1318000,1278000,1318000,30938
2019-07-19,1311000,1334000,1303000,1329000,28881
2019-07-22,1327000,1332000,1307000,1311000,18461
2019-07-23,1315000,1330000,1307000,1323000,20636
2019-07-24,1323000,1332000,1308000,1319000,17099
2019-07-25,1323000,1323000,1291000,1308000,29660
2019-07-26,1285000,1298000,1222000,1224000,77045
2019-07-29,1230000,1248000,1226000,1240000,31789
2019-07-30,1260000,1265000,1240000,1263000,28485
2019-07-31,1262000,1277000,1246000,1257000,38167
2019-08-01,1280000,1280000,1249000,1254000,34892
2019-08-02,1249000,1254000,1204000,1219000,47404
2019-08-05,1218000,1226000,1173000,1198000,63980
2019-08-06,1174000,1188000,1131000,1176000,55081
2019-08-07,1176000,1184000,1145000,1161000,75351
2019-08-08,1174000,1174000,1152000,1160000,61809
2019-08-09,1194000,1194000,1171000,1181000,43906
2019-08-12,1172000,1188000,1163000,1173000,22315
2019-08-13,1162000,1185000,1162000,1180000,22908
2019-08-14,1181000,1189000,1177000,1177000,23859
2019-08-16,1195000,1195000,1165000,1179000,18523
2019-08-19,1173000,1173000,1146000,1160000,41462
2019-08-20,1157000,1169000,1142000,1165000,36929
2019-08-21,1165000,1173000,1151000,1158000,26028
2019-08-22,1154000,1164000,1146000,1149000,25854
2019-08-23,1146000,1154000,1143000,1150000,14941
2019-08-26,1141000,1144000,1122000,1137000,18797
2019-08-27,1138000,1155000,1131000,1151000,42614
2019-08-28,1160000,1160000,1139000,1145000,20180
2019-08-29,1154000,1156000,1125000,1155000,22280
2019-08-30,1157000,1180000,1157000,1179000,32000
2019-09-02,1165000,1186000,1163000,1175000,11086
2019-09-03,1170000,1239000,1170000,1231000,43123
2019-09-04,1248000,1248000,1230000,1241000,28486
2019-09-05,1232000,1247000,1229000,1245000,25017
2019-09-06,1235000,1247000,1231000,1247000,19196
2019-09-09,1246000,1255000,1241000,1242000,12341
2019-09-10,1249000,1267000,1244000,1267000,33727
2019-09-11,1274000,1280000,1266000,1280000,45262
2019-09-16,1285000,1299000,1282000,1290000,25503
2019-09-17,1290000,1308000,1286000,1300000,20744
2019-09-18,1274000,1291000,1261000,1262000,35391
2019-09-19,1264000,1267000,1253000,1257000,22342
2019-09-20,1245000,1262000,1236000,1262000,31590
2019-09-23,1264000,1269000,1254000,1263000,10663
2019-09-24,1269000,1290000,1265000,1287000,25028
2019-09-25,1290000,1305000,1280000,1290000,28610
2019-09-26,1289000,1300000,1277000,1279000,17593
2019-09-27,1293000,1313000,1293000,1306000,23773
